0,chetna
1,geet
2,jeevan_mrityu
3,kati_patang
4,khilona
5,khilona
6,maa_aur_mamta
7,maa_aur_mamta
8,maa_aur_mamta
9,maa_aur_mamta
10,man_ki_aankhen
11,mere_humsafar
12,mere_humsafar
13,pavitra_paapi
14,rootha_na_karo
15,rootha_na_karo
16,safar_(film)
17,sawan_bhadon
18,sawan_bhadon
19,tum_haseen_main_jawaan
20,bikhare_moti
21,caravan
22,chaahat
23,chhoti_bahu
24,dushman
25,dushman
26,dushman
27,ek_nari_ek_brahmachari
28,ek_paheli
29,ek_paheli
30,hare_rama_hare_krishna
31,hulchul
32,kathputli
33,lal_patthar
34,main_sunder_hoon
35,mehboob_ki_mehndi
36,patanga
37,patanga
38,sanjog
39,sanjog
40,tere_mere_sapne
41,uphaar
42,anamika
43,anamika
44,anamika
45,bada_kabutar
46,banarasi_babu
47,black_mail
48,chhalia
49,chhupa_rustam
50,daag:_a_poem_of_love
51,daag:_a_poem_of_love
52,dharma
53,dharma
54,dhund
55,dhund
56,dhund
57,do_phool
58,do_phool
59,garam_hawa
60,garam_hawa
61,hanste_zakhm
62,hanste_zakhm
63,hanste_zakhm
64,hanste_zakhm
65,heera_panna
66,heera_panna
67,joshila
68,manchali
69,naina
70,naina
71,saudagar
72,aahat
73,ajanabee
74,ajanabee
75,badi_maa
76,badi_maa
77,bidaai
78,bidaai
79,bidaai
80,call_girl
81,call_girl
82,call_girl
83,chor_machaye_shor
84,chowkidar
85,chowkidar
86,dulhan
87,hawas
88,hawas
89,hawas
90,humshakal
91,humshakal
92,humshakal
93,humshakal
94,imtihaan
95,khotey_sikkay
96,kora_kagaz
97,kunwara_baap
98,majboor
99,manoranjan
100,vachan
101,vachan
102,aandhi
103,ek_mahal_ho_sapno_ka
104,faraar
105,geet_gaata_chal
106,jai_santoshi_maa
107,jai_santoshi_maa
108,julie
109,julie
110,julie
111,julie
112,khushboo
113,mausam
114,mausam
115,raftaar
116,rani_aur_lalpari
117,rani_aur_lalpari
118,sanyasi
119,sholay
120,sholay
121,adalat
122,bundal_baaz
123,chalte_chalte
124,chalte_chalte
125,chitchor
126,ginny_aur_johnny
127,manthan
128,manthan
129,mrigayaa
130,udhar_ka_sindur
131,udhar_ka_sindur
132,udhar_ka_sindur
133,zindagi
134,aadmi_sadak_ka
135,aadmi_sadak_ka
136,aaina
137,aaina
138,aap_ki_khatir
139,aashiq_hoon_baharon_ka
140,amar_akbar_anthony
141,amar_akbar_anthony
142,amar_akbar_anthony
143,anand_ashram
144,anurodh
145,anurodh
146,bhumika
147,bhumika
148,dildaar
149,dream_girl
150,dulhan_wahi_jo_piya_man_bhaaye
151,dulhan_wahi_jo_piya_man_bhaaye
152,ek_hi_raasta
153,ek_hi_raasta
154,kasum_khoon_ki
155,kitaab
156,kotwal_saab
157,paheli
158,palkon_ki_chhaon_mein
159,shankar_hussain
160,tyaag
161,tyaag
162,tyaag
163,tyaag
164,arvind_desai_ki_ajeeb_dastaan
165,azaad
166,badalte_rishtey
167,badalte_rishtey
168,des_pardes
169,don
170,don
171,gaman
172,ganga_ki_saugandh
173,karmayogi
174,karmayogi
175,karmayogi
176,main_tulsi_tere_aangan_ki
177,muqaddar_ka_sikander
178,muqaddar_ka_sikander
179,muqaddar_ka_sikander
180,satyam_shivam_sundaram
181,trishna
182,trishna
183,trishul
184,trishul
185,trishul
186,aangan_ki_kali
187,amar_deep
188,baton_baton_mein
189,baton_baton_mein
